 খগোলবিদ্যা  |/বিশেষ্য পদ/ জ্যোতির্বিজ্ঞান।
 খচর  |/বিশেষণ পদ/ আকাশগামী। /বিশেষ্য পদ/ পক্ষী, গ্রহ।
 খচ্চর  |/বিশেষ্য , বিশেষণ পদ/ অশ্বতর, কুলটা পুত্র, দুষ্ট, জারজ। /হি/। তিল খচ্চর - তিলের ন্যায় বর্ণবিশিষ্ট খচ্চর, কুখ্যাতলোক, রগড় বা কৌতুক করিয়া জ্বালাতনকারী।
 খঞ্চা  |/বিশেষ্য পদ/ বারকোশ, বড় থালা। /র্ফা‌সি/।
 খঞ্জ  |/বিশেষণ পদ/ খোঁড়া, বিকল পদ।
 খঞ্জন  |/বিশেষ্য পদ/ ক্ষুদ্র মনোহর পক্ষিবিশেষ, স্ত্রীলিঙ্গ. খঞ্জনা।
 খঞ্জনি, খঞ্জনী  |/বিশেষ্য পদ/ চক্রাকার ক্ষুদ্র বাদ্যযন্ত্র বিশেষ।
 খঞ্জনিকা  |খঞ্জন সদৃশ্য ক্ষুদ্র পক্ষিনীবিশেষ।
 খঞ্জর  |/বিশেষ্য পদ/ ছোরা, ক্ষুদ্র কৃপাণ।
 খটকা  |/বিশেষ্য পদ/ সন্দেহ, সংশয়, আশঙ্কা।
 খটাশ, খটাস  |/বিশেষ্য পদ/ জন্তুবিশেষ।
 খটাৎ  |/অব্যয় পদ/ খট্‌এর অধিক জোরালো ধ্বনি।
 খটিকা, খটিনী, খটী  |/বিশেষ্য পদ/ খড়ী।
 খট্টা  |/বিশেষ্য পদ/ শয়নার্থ, খাট, পর্যঙ্ক।
 খট্টাশ, খট্টাস  |/বিশেষ্য পদ/ জন্তুবিশেষ, খটাশ, ভাম, গন্ধগোকুলা।
 খট্টি, খট্টী  |/বিশেষ্য পদ/ মড়ার মৃতদেহের. খাট, খাটিয়া।
 খত, খৎ  |/বিশেষ্য পদ/ লিপি, পত্র, ঋণলেখ্য, স্বীকারপত্র, আঁচড় বা ঘর্ষণ। /আরবি/। /বিশেষ্য পদ/ নাকেখত - দোষের দন্ড হিসাবে ভূমিতে নাক ঘর্ষণ। /বিশেষ্য পদ/ দাসখত - দাসত্বের স্বীকারনামা।
 খতবা  |/বিশেষ্য পদ/ সমাজের শীর্ষ ব্যাক্তি বা নেতা প্রভৃতির জন্য ঈশ্বরের নিকট প্রার্থনা করা। /আরবি/।
 খতম  |১. /বিশেষ্য পদ/ সমাপ্তি, অবসান, বিনাশ। ২. /বিশেষণ পদ/ বিনষ্ট, শেষ। /আরবি/।
 খতরা  |/বিশেষ্য পদ/ বিপদ, গন্ডগোল। /আরবি/।
 খতান, খতানো  |/ক্রিয়া পদ/ খতিয়ানে তোলা, হিসাব নিকাশ করা, তলাইয়া দেখা।
 খতি, খতী  |/বিশেষ্য পদ/ ছোট থলি।
 খতিয়ান, খতেন  |/বিশেষ্য পদ/ জমির খাজনা আদায় উসুল সংক্রান্ত হিসাব, দেনা পাওনার হিসাব বই। /হি/।
 খত্তাল  |/বিশেষ্য পদ/ করতাল, কাঁসার বাদ্যযন্ত্রবিশেষ।
 খদ, খড  |/বিশেষ্য পদ/ অত্যন্ত নীচু স্থান বা উপত্যকাবিশেষ।
 খদির  |/বিশেষ্য পদ/ খয়ের।
 খদ্দর, খাদি  |/বিশেষ্য পদ/ চরকায় কাটা সূতার তাঁতে বোনা বস্ত্র।
 খদ্দের  |/বিশেষ্য পদ/ খরিদ্দার, ক্রেতা।
 খদ্যোত  |/বিশেষ্য পদ/ জোনাকিপোকা, সূর্য। /বিশেষ্য পদ/ স্ত্রীলিঙ্গ. খদ্যোতিকা।
 খধূপ  |/বিশেষ্য পদ/ হাউই বাজী।
 খনক  |/বিশেষ্য পদ/ খননকারী।
 খনন  |/বিশেষ্য পদ/ খোঁড়া, মৃত্তিকাদি বিদারণ করিয়া খাত প্রস্তুত করণ।
 খননীয়  |/বিশেষ্য পদ/ খননযোগ্য।
 খনা  |/বিশেষ্য পদ/ জ্যোতির্বিদ্যা ও গণিতবিদ্যায় বুৎপত্তি সম্পন্না ভারতীয় নারী।
 খনার বচন  |ছড়া আকারে প্রচলিত উপদেশ, নির্দেশাত্মক বচন, ইহা খনার বচন বলিয়া প্রসিদ্ধ।
 খনা২  |/বিশেষণ পদ/ যে নাকে কথা বলে এমন।
 খনি  |/বিশেষ্য পদ/ আকর, খনন করিয়া যে স্থানে ধাতু, রত্নাদি মেলে।
 খনিজ  |/বিশেষণ পদ/ খনি হইতে উৎপন্ন।
 খনিত  |/বিশেষণ পদ/ যাহা খনন করা হইয়াছে।
 খনিত্র  |/বিশেষণ পদ/ খন্তা, খননাস্ত্র, শাবল।
 খন্ড  |/বিশেষ্য পদ/ অংশ, ভাগ, পরিচ্ছেদ, পুস্তকের ভাগ।
 খন্ড খন্ড  |/বিশেষণ পদ/ ছিন্ন ভিন্ন, ভাগ ভাগ।
 খন্ডকাব্য  |/বিশেষ্য পদ/ বিশেষ বিষয়ের উপর ক্ষুদ্র কাব্য।
 খন্ডগ্রাস  |/বিশেষ্য পদ/ চন্দ্র বা সূর্যের আংশিক অদর্শন।
 খন্ডন  |/বিশেষ্য পদ/ ছেদন, ভঞ্জন, মোচন, অপনয়ন। /খনড্‌+অন/।
 খন্ডনীয়  |/বিশেষণ পদ/ ছেদ্য, খন্ডন করিবার যোগ্য, খন্ড সাধ্য।
 খন্ডপ্রলয়  |/বিশেষ্য পদ/ ছোট ধরণের প্রলয়, তুমুল কান্ড, দাঙ্গা।
 খন্ডান, খন্ডানো  |১. /ক্রিয়া পদ/ খন্ডন করা বা হওয়া, মোচন করা বা হওয়া। ২. /বিশেষ্য পদ/ খন্ডন। ৩. /বিশেষণ পদ/ খন্ডিত।
 খন্ডিত  |/বিশেষণ পদ/ ভিন্ন, খন্ডন করা হইয়াছে এমন, ভগ্ন, ছিন্ন, অপূর্ণ।
 খন্ডিতক্ষুর  |১. /বিশেষণ পদ/ যাহাদের খুর জোড়া নহে এমন, প্রাণী গো-মহিষাদি.। ২. /বিশেষ্য পদ/ কাটা খুর, কর্তিত শফ।
 খন্ডিতা  |১. /বিশেষণ পদ/ ছিন্না, দ্বিধাকৃতা। ২. অন্য নারী সহবাসের চিহ্ন যাহার দেহে পরিস্ফুট এমন নায়ক দর্শনে ক্ষুব্ধা নায়িকা। /খন্ডিত+আ/।
 খন্তা, খোন্তা  |খননাস্ত্র শাবল। খন্তি, খুন্তি - /বিশেষ্য পদ/ রাঁধিবার ছোট খন্তা সদৃশ বাসন।
 খন্দ  |/বিশেষ্য পদ/ খানা, নিম্নস্থান, শস্য।
 খন্দকার, খোন্দকার  |/বিশেষ্য পদ/ মুসলমানদের উপাধিবিশেষ। /র্ফা‌সি/।
 গ  |বাংলা ভাষার তৃতীয় ব্যঞ্জণবর্ণ।
 গঁদ  |/বিশেষ্য পদ/ বাবলা প্রভৃতি গাছের আঠা।
 গং  |গয়রহ-র সংক্ষিপ্ত রূপ।
 গগন  |/বিশেষ্য পদ/ আকাশ, নভঃ।
 গগনচারী  |/বিশেষ্য পদ , বিশেষণ পদ/ আকাশে বিচরণ করে এমন।
 গগনচুম্বী  |/বিশেষণ পদ/ আকাশ ছোঁয়া; সুউচ্চ।
 গগনতল, গগনপট  |/বিশেষ্য পদ/ আকাশের গা, আকাশের ছবি।
 গগনপ্রান্ত  |/বিশেষ্য পদ/ দিগন্ত, দিক্‌চক্রবাল।
 গগনবিহারী  |/বিশেষণ পদ , বিশেষ্য পদ/ আকাশে বিচরণ করে এমন।
 গগনমন্ডল  |/বিশেষ্য পদ/ আকাশের গোলাকার বিস্তার বা মন্ডল।
 গগনস্পর্শী  |/বিশেষণ পদ/ আকাশচুম্বী।
 গঙ্গা  |/বিশেষ্য পদ/ ভারতের একটি প্রধান ও হিন্দুদের পবিত্র নদী; ভাগীরথী; শিবপত্নী গঙ্গাদেবী। /গম্‌+গ+আ/।
 গঙ্গা-যমুনা  |১. /বিশেষ্য পদ/ গঙ্গা ও যমুনা নদী। ২. /বিশেষণ পদ/ সাদা ও কালো রঙের।
 গঙ্গাজল  |/বিশেষ্য পদ/ গঙ্গানদীর জল; পবিত্র জল।
 গঙ্গাজলী  |/বিশেষণ পদ/ গঙ্গাজলের ন্যয় গেরুয়া রং বিশিষ্ট।
 গঙ্গাজালি  |/বিশেষ্য পদ/ অন্তর্জলি, মৃতু্য সময়ে মুখে গঙ্গাজল দান; গঙ্গাজল স্পর্শ করিয়া শপথ।
 গঙ্গাধর  |/বিশেষ্য পদ/ শিব।
 গঙ্গাপুত্র  |/বিশেষ্য পদ/ ভীষ্ম; শবদাহকারী, মুর্দাফরাস।
 গঙ্গাপ্রাপ্তি  |/বিশেষ্য পদ/ গঙ্গাতীরে বা গঙ্গাজলে মৃতু্য; মৃতু্য।
 গঙ্গাফড়িং  |/বিশেষ্য পদ/ সবুজ বর্ণের পতঙ্গবিশেষ।
 গঙ্গাবাসী  |/বিশেষণ পদ/ গঙ্গার তীরে বা নিকটে বাসকারী।
 গঙ্গাযাত্রা  |/বিশেষ্য পদ/ মুমূর্ষুর গঙ্গাতীরে যাত্রা বা গমন।
 গঙ্গাযাত্রী  |/বিশেষ্য পদ/ মুমূর্ষু ব্যক্তি; যোগাদি উপলক্ষে গঙ্গাস্নানে গমনকারী।
 গঙ্গালাভ  |/বিশেষ্য পদ/ গঙ্গাতীরে বা গঙ্গাজলে মৃতু্য; মৃতু্য।
 গঙ্গাসঙ্গম, গঙ্গাসাগর  |/বিশেষ্য পদ/ ভাগীরথীর সমুদ্রের সহিত মিলন স্থান।
 গঙ্গোত্তরী, গঙ্গোত্রী  |/বিশেষ্য পদ/ গঙ্গানদীর অবতরণ স্থান। হিমালয়ের গাঢ়োয়াল প্রদেশস্থ হিন্দু তীর্থস্থান.।
 গঙ্গোদক  |/বিশেষ্য পদ/ গঙ্গার জল। /গঙ্গা+উদক/।
 গঙ্গোপাধ্যায়  |/বিশেষ্য পদ/ বাঙ্গালী ব্রাহ্মণের পদবিশেষ, গাঙ্গুলী।
 গচ্চা, গচ্ছা  |/বিশেষ্য পদ/ ভুলের জন্য ক্ষতি; ক্ষতিপূরণ; অনর্থক দন্ড।
 গচ্ছিত  |/বিশেষণ পদ/ রক্ষিত, ন্যস্ত।
 গছান, গছানো  |১. ক্রি গ্রহণ করানো, ছলে বলে বা কৌশলে ঘাড়ে চাপানো।
 গজ  |/বিশেষ্য পদ/ হাতী; দাবা খেলার ঘুঁটিবিশেষ।
 গজ-কচ্ছপ  |/বিশেষ্য পদ/ পুরাণোক্ত দুই মুনি কুমার শাপগ্রস্ত হইয়া ইঁহারা হস্তী ও কচ্ছপের দেহ ধারণ পূর্বক পরস্পর যুদ্ধ করিতে করিতে গরুড় কর্তৃক নিহত হন.; দুই প্রবল প্রতিযোগী। ব্যঙ্গে. স্থূলকায় ব্যক্তি।
 গজ-কুম্ভ  |/বিশেষ্য পদ/ হাতীর মাথায় কুম্ভবৎ মাংসপিন্ড।
 গজকাঠি  |/বিশেষ্য পদ/ এক গজ পরিমাণ মাপের কাঠি।
 গজগতি  |১. /বিশেষণ পদ/ হাতীর ন্যায় ধার গমন। ২. /বিশেষ্য পদ/ হাতীর গমন বা চরণ ভঙ্গী; সাংস্কৃত ছন্দোবিশেষ।
 গজগামী  |/বিশেষণ পদ/ গজারোহী; হাতীর ন্যায় সুন্দর ও মন্দ মন্দ গতি বিশিষ্ট। /বিশেষণ পদ/ স্ত্রীলিঙ্গ. গজগামিনী।
 গজগিরি, গীর  |/বিশেষ্য পদ/ শান বাঁধানো চাতাল; পঙ্খের কাজ।
 গজঘন্টা  |/বিশেষ্য পদ/ দূর হইতে লোকজনকে সাবধান করিয়া দিবার জন্য হাতীর গলায় যে ঘন্টা বাঁধিয়া দেওয়া হয়।
 গজদন্ত  |/বিশেষ্য পদ/ হাতীর দাঁত; উঁচু দাঁত।
 গজপতি  |/বিশেষ্য পদ/ শ্রেষ্ঠ হাতী; গজ প্রধান; ঐরাবত, ইন্দ্রের হাতী।
 গজবীথি  |/বিশেষ্য পদ/ হাতী সকলের সুবিন্যস্ত শ্রেণী; ঐরাবত অবস্থানের দ্বিতীয় স্থান।
 গজভুক্তপিত্থবৎ  |/অব্যয় পদ , ক্রিয়া বিশেষণ পদ/ গজ নামক ক্ষুদ্র কীট দ্বারা ভক্ষিত কয়েতবেলের মত; অন্তঃসারশূন্য।
 গজমুক্তা, গজমোতি  |/বিশেষ্য পদ/ হাতীর মাথায় জন্মে বলিয়া যে মুক্তা সম্বন্ধে প্রবাদ আছে।
 গজর গজর  |/অব্যয় পদ/ অস্পষ্ট ও বিরক্তিসূচক উক্তি গজগজ করা.; স্থানাভাবে ঠেলাঠেলি।
 গজরান, গজরানো  |১. /ক্রিয়া পদ/ চাপা গর্জন করা, অস্ফুটভাবে ক্রোধ প্রকাশ করা।
 গজরানি  |/বিশেষ্য পদ/ চাপা গর্জন।
 গজল  |/বিশেষ্য পদ/ প্রেম সঙ্গীত; কবিতাবিশেষ; সঙ্গীতের সুরবিশেষ।
 গজা  |/বিশেষ্য পদ/ ময়দা, ঘি ও চিনির মিঠাই বিশেষ।
 গজান, গজানো  |১. /ক্রিয়া পদ/ উদ্‌গত হওয়া; অঙ্কুরিত হওয়া; জন্মানো; বৃদ্ধি পাওয়া।
 গজানন  |/বিশেষ্য পদ/ হস্তীর ন্যায় মুখ যাহার অর্থাৎ গণেশ। /গজ+আনন/।
 গজানীক  |/বিশেষ্য পদ/ হাতিতে চড়িয়া যুদ্ধ করে এমন সৈন্যদল। /গজ+অনীক/
 গজারি  |/বিশেষ্য পদ/ হাতীর শত্রু; সিংহ; বৃক্ষবিশেষ।
 গজারূঢ়  |/বিশেষণ পদ/ হাতীতে চড়িয়া বসিয়াছে এমন। /বিশেষণ পদ/ স্ত্রীলিঙ্গ. গজারূঢ়া।
 গজারোহী  |/বিশেষণ পদ , বিশেষ্য পদ/ হাতীতে চড়ে বা চড়িয়া আছে এমন। স্ত্রীলিঙ্গ. গজারোহিণী।
 গজাল  |/বিশেষ্য পদ/ বড় পেরেক; মৎস্যবিশেষ।
 গজী  |/বিশেষণ পদ/ গজ পরিমাণ পাঁচ গজী ধুতি.। /র্ফা‌সি/।
 গজেন্দ্র  |/বিশেষ্য পদ/ গজরাজ; ঐরাবত। /গজ+ইন্দ্র/।
 গজেন্দ্রগমন  |/বিশেষ্য পদ/ বড় হাতীর মত ধীর সুন্দর চলন।
 গজেন্দ্রগামী  |/বিশেষণ পদ/ বড় হাতীর মত চলে এমন। স্ত্রীলিঙ্গ. গজেন্দ্রগামিণী।
 গজ২  |১. /বিশেষ্য পদ/ তিন ফুট, ৩৬ ইঞ্চি বা দুই হাত পরিমাণ মাপ। ২. /বিশেষণ পদ/ এ মাপ বিশিষ্ট বা মাপের।
 গঞ্জ  |/বিশেষ্য পদ/ হাট; বড় বাজার; শস্য কেনাবেচার স্থান। /র্ফা‌সি/।
 গঞ্জন  |১. /বিশেষ্য পদ/ তিরস্কার করণ; লাঞ্ছিত করণ। ২. /বিশেষণ পদ/ তুচ্ছকরণ, লাঞ্ছনাকর। /গন্‌জ্‌+অন/।
 গঞ্জনা  |/বিশেষ্য পদ/ তিরস্কার; লাঞ্ছনা; খোঁটা।
 গঞ্জিকা  |/বিশেষ্য পদ/ গাঁজা।
 গঞ্জিকাসেবী  |/বিশেষণ পদ/ গাঁজাখোর।
 গঞ্জিত  |/বিশেষণ পদ/ তিরস্কৃত; লাঞ্ছিত। /গন্‌জ্‌+ণিচ্‌+অ/।
 গঠন  |/বিশেষ্য পদ/ নির্মাণ, রচনা মূর্তি গঠন.; বিন্যাস, আকার, গড়ন দেহের গঠন.।
 গঠিত  |/বিশেষণ পদ/ নির্মিত, রচিত, বিন্যস্ত।
 গড্ডল, গড্ডর  |/বিশেষ্য পদ/ ভেড়া, গাড়ল।
 গড্ডলিকা প্রবাহ, গড্ডরিকা প্রবাহ  |/বিশেষ্য পদ/ ভেড়ার পালের মত পরস্পরের অনুসরণ; অপরকে অন্ধভাবে অনুসরণ।
 গড্ডলিকা, গড্ডরিকা  |/বিশেষ্য পদ/ ভেড়ার পাল। পালের মধ্যে সবার আগের ভেড়ী; এক মেষের অনুবর্তী মেষশ্রেণী।
 গণ  |/বিশেষ্য পদ/ সমূহ, সমষ্টি; বহুবচন বুঝাইতে অন্য শব্দের শেষে যুক্ত হয় লোক, শিক্ষকগণ.; সম্প্রদায়, বর্গ, শ্রেণী; দল; জনসাধারণ; শিবের অনুচরবৃন্দ; গোষ্ঠীবর্গ; জন্ম নক্ষত্রানুসারে জাতকের শ্রেণীভেদ দেবগণ, নরগণ.। /গণ্‌+অ/।
 গণ-আন্দোলন  |/বিশেষ্য পদ/ জন-সাধারণ-কৃত আন্দোলন, যে আন্দোলনে সাধারণ লোক যোগ দেয়।
 গণইতে  |/অসমাপিকা ক্রিয়া পদ/ ব্রজ. গণনা করিতে। 'গণইতে দোষ গুণ লেশ ন পাওবি' -বিদ্যাঃ.।
 গণক  |/বিশেষ্য পদ/ যে গণনা করে; দৈবজ্ঞ।
 গণতন্ত্র  |/বিশেষ্য পদ/ জনসাধারণের প্রতিনিধি কর্তৃক পরিচালিত শাসন ব্যবস্থা; সাধারণতন্ত্র।
 গণতন্ত্রী  |/বিশেষণ পদ/ গণতন্ত্র বিষয়ক।
 ঘ  |/বিশেষ্য পদ/ বাংলা ভাষার চতুর্থ ব্যঞ্জনবর্ণ।
 ঘট  |/বিশেষ্য পদ/ কুম্ভ, কলস, ভান্ড; গজকুম্ভ; ছোটকলসী; পাত্র; মাথা, মগজ।
 ঘটক  |/বিশেষ্য পদ/ দূত; যোজক, বিবাহের সম্বন্ধস্থাপনকারী ব্যক্তি। স্ত্রীলিঙ্গ. ঘটকী।
 ঘটকর্পর  |/বিশেষ্য পদ/ কলসীর টুকরা, কুম্ভকার, ঘটকার।
 ঘটকার  |/বিশেষ্য পদ/ কুম্ভকার।
 ঘটকালী  |/বিশেষ্য পদ/ ঘটকের কাজ বা পারিশ্রমিক; বিবাহের সম্বন্ধস্থাপন।
 ঘটন  |/বিশেষ্য পদ/ যোজনা; সংঘটন; মিলন।
 ঘটনা  |/বিশেষ্য পদ/ যোজনা; আকস্মিক ব্যাপার। /ঘট্‌+অন+আ/।
 ঘটনাক্রমে, ঘটনাচক্রে  |/ক্রিয়া বিশেষণ পদ/ দৈবাৎ।
 ঘটনাধীন  |/বিশেষণ পদ/ আকস্মিক ব্যাপারের ফলে।
 ঘটনাপূর্ণ, ঘটনাবহুল  |/বিশেষণ পদ/ ঘটনাসমৃদ্ধ।
 ঘটনাবলী  |/বিশেষ্য পদ/ ঘটনাসমূহ।
 ঘটনাবহ  |/বিশেষণ পদ/ ঘটনাকারক; ঘটনার প্রবাহ।
 ঘটনীয়  |/বিশেষণ পদ/ যাহা ঘটিতে পারে এমন। /ঘট্‌+অনীয়/।
 ঘটপট  |/বিশেষ্য পদ/ ঘট ও বস্ত্র।
 ঘটমান  |/বিশেষণ পদ/ ঘটিতেছে এমন। /ঘট্‌+আন/।
 ঘটযোনী  |/বিশেষ্য পদ/ কুম্ভযোনী; অগস্ত্যঋষি।
 ঘটা  |/ক্রিয়া পদ/ সম্পন্ন হওয়া।
 ঘটাটোপ  |/বিশেষ্য পদ/ ঘেরাটোপ; জিনিসপত্রের আবরণ।
 ঘটান, ঘটানো  |১. /ক্রিয়া পদ/ সম্পন্ন করানো। ২. /বিশেষ্য পদ/ সঙ্ঘটিত করণ। ৩. /বিশেষণ পদ/ অপরের দ্বারা সঙ্ঘটিত।
 ঘটা২  |/বিশেষ্য পদ/ ঘটন; সমোরোহ; জাঁকজমক।
 ঘটি  |/বিশেষ্য পদ/ কলসী; ছোট জল রাখিবার পাত্র; দন্ডাত্মক কাল।
 ঘটিকা  |/বিশেষণ পদ/ সঙ্ঘটিত, সম্পাদিত।
 ঘটিতব্য  |/বিশেষণ পদ/ ঘটিতে পারে এমন, সম্পাদিত হইতে পারে এমন।
 ঘটোদ্ভব  |/বিশেষ্য পদ/ ঘট হইতে উদ্ভূত।
 ঘট্ট  |/বিশেষ্য পদ/ জলাবতরণিকা; তীর্থ; ঘাট।
 ঘট্টজীবী  |/বিশেষ্য পদ/ পাটনীজাতি, যাহারা নদী পারাপার করে।
 ঘট্টন  |/বিশেষ্য পদ/ ঘর্ষণ; সংঘটন। /বিশেষ্য পদ/ স্ত্রীলিঙ্গ. ঘট্টনী।
 ঘন  |/বিশেষণ পদ/ নিবিড় ; কঠিণ ; দুর্ভেদ্য ; স্থায়ী ; পুরু ; ঘোর ; তিন অঙ্কের গুণফল।
 ঘনকফ  |/বিশেষ্য পদ/ গাঢ় শ্লেমা; শিল ; করকা।
 ঘনকাল  |/বিশেষ্য পদ/ বর্ষাকাল।
 ঘনকৃষ্ণ  |/বিশেষণ পদ/ খুবকালো।
 ঘনক্ষেত্র  |/বিশেষ্য পদ/ যে ক্ষেত্রের দৈর্ঘ্য, বিস্তার, বেধ তিনটিই সমান।
 ঘনঘটা  |/বিশেষ্য পদ/ মেঘাড়ম্বর।
 ঘনজ্বালা  |/বিশেষ্য পদ/ বিদু্যৎ; বজ্রাগ্নি।
 ঘননাভি  |/বিশেষ্য পদ/ ধূম্র; ধোঁয়া।
 ঘননীল  |/বিশেষণ পদ/ গাঢ় নীলবর্ণ।
 ঘনপল্লব  |/বিশেষ্য পদ/ নিবিড় পল্লব।
 ঘনবর্ত্ন  |/বিশেষ্য পদ/ আকাশ।
 ঘনবল্লী  |/বিশেষ্য পদ/ বিদ্যুৎ ; ঘনজ্বালা।
 ঘনবাত  |/বিশেষ্য পদ/ নরক।
 ঘনবাস  |/বিশেষ্য পদ/ কুষ্মান্ড।
 ঘনবাহন  |/বিশেষ্য পদ/ মেঘবাহন; ইন্দ্র।
 ঘনবিন্যস্ত  |/বিশেষণ পদ/ সন্নিকট।
 ঘনবীথি  |/বিশেষ্য পদ/ আকাশ।
 ঘনমূল  |/বিশেষ্য পদ/ তিনটি সমান রাশি দ্বারা গুণিত গুণফল।
 ঘনশ্যাম  |/বিশেষণ পদ/ ১.ঃ /বিশেষণ পদ/ মেঘের ন্যায় বর্ণ। ২.ঃ /বিশেষ্য পদ/ কৃষ্ণ।
 ঘনসার  |/বিশেষ্য পদ/ কর্পূর ; পারদ ; চন্দন।
 ঘনস্বন  |/বিশেষ্য পদ/ মেঘের শব্দ।
 ঘনাগাম  |/বিশেষ্য পদ/ বর্ষাকাল ; জলদাগম।
 ঘনাঙ্ক  |/বিশেষ্য পদ/ ঘনতার পরিমাণ, ঘনত্ব।
 ঘনাত্যয়, ঘনান্ত  |/বিশেষ্য পদ/ শরৎকাল ; মেঘাপগম; বর্ষণ শেষ।
 ঘনান, ঘনানো  |/ক্রিয়া পদ/ নিকটবর্তী হওয়া, ঘন হইয়া আসা।
 ঘনান্ধকার  |/বিশেষ্য পদ/ গাঢ় অন্ধকার।
 ঘনাবৃত  |/বিশেষণ পদ/ মেঘদ্বারা আবৃত।
 ঘনাশ্রয়  |/বিশেষ্য পদ/ মেঘ, জলদ।
 ঘনায়মান  |/বিশেষণ পদ/ ঘন হইয়া আসিতেছে এমন।
 ঘনিষ্ঠ  |/বিশেষণ পদ/ অতিশয় ঘন, অন্তরঙ্গ।
 ঘনিষ্ঠতা  |/বিশেষ্য পদ/ সবিশেষ আত্নীয়তা।
 ঘনীকৃত  |/বিশেষণ পদ/ ঘন করা হইয়াছে এমন।
 ঘনীভূত  |/বিশেষণ পদ/ ঘন হইয়াছে এমন; জমাট। /ঘন+ঈ+ভূ+ত/।
 ঘনোপল  |/বিশেষ্য পদ/ করকা; শীল।
 ঘন্ট  |/বিশেষ্য পদ/ তরকারি বিশেষ।
 ঘন্টা  |/বিশেষ্য পদ/ একপ্রকার বাদ্যযন্ত্র প্রহর।
 ঘন্টাকর্ণ  |/বিশেষ্য পদ/ জনৈক শিবানুচর ঘেঁটুফুল, ঘেঁটুঠাকুর।
 ঘন্টিকা, ঘন্টী  |/বিশেষ্য পদ/ ক্ষুদ্র ঘন্টা; আলজিভ্‌।
 ঘন্টেশ্বর  |/বিশেষ্য পদ/ মঙ্গলপুত্র ঘেঁটু ; পুরাণে বর্ণিত দেবতা।
 ঘর  |/বিশেষ্য পদ/ গৃহ, আলয়, বাড়ী, কক্ষ।
 ঘরকন্না  |/বিশেষ্য পদ/ গৃহস্থালী; সংসার।
 ঘরকুনো  |/বিশেষণ পদ/ অমিশুক; ঘর ছাড়িয়া নড়িতে চাহে না এমন।
 ঘরছাড়া  |/বিশেষণ পদ/ গৃহত্যাগী; বৈরাগী।
 ঘরজামাই  |/বিশেষ্য পদ/ শ্বশুরালয়ে স্থায়ীভাবে বসবাসকারী জামাই।
 ঘরট্ট  |/বিশেষ্য পদ/ পেষণ-যন্ত্র; জাঁতা।
 ঘরনী  |/বিশেষ্য পদ/ গিন্নী, পত্নী, ভার্যা।
 ঘরপোষা  |/বিশেষণ পদ/ গৃহপালিত।
 ঘরপোড়া  |/বিশেষণ পদ/ যাহার ঘর পুড়িয়াছে।
 চ  |/বিশেষ্য পদ/ ষষ্ঠ ব্যঞ্জনবর্ণ।
 চ-বর্গ  |/বিশেষ্য পদ/ স্পর্শবর্ণ সমূহের দ্বিতীয় বর্গ; চ ছ জ ঝ ঞ এই পাঁচটি বর্ণ।
 চই, চৈ  |/বিশেষ্য পদ/ পিপুল জাতীয় লতাবিশেষ; গজপিপ্পলী।
 চউহাবী  |/বিশেষণ পদ/ সতর্ক; সাবধান।
 চওড়া  |১. /বিশেষণ পদ/ বিস্তীর্ণ; প্রশস্ত ২. /বিশেষ্য পদ/ বিস্তার, প্রস্থ।
 চক  |/বিশেষ্য পদ/ মাঠ, চত্বর, বাজার, মৌজা।
 চকসা  |/বিশেষ্য পদ/ ফরসা, মেঘ কাটিয়া গিয়া আলোর প্রকাশ।
 চকা  |/বিশেষ্য পদ/ চক্রবাক; হংসজাতীয় পক্ষী।
 চকাচকি  |/বিশেষ্য পদ/ চক্রবাকমিথুন।
 চকাসিত  |/বিশেষণ পদ/ শোভিত, দীপ্ত।
 চকিত  |১. /বিশেষণ পদ/ ভীত, ত্রস্ত; চমকিত। ২. /বিশেষ্য পদ/ নিমেষ, ক্ষণমাত্র কাল। /বিশেষণ পদ/ স্ত্রীলিঙ্গ. চকিতা।
 চকোর  |/বিশেষ্য পদ/ তিতিরজাতীয় পক্ষী। ইহারা জোৎস্না পান করিয়া তৃপ্ত হয় বলিয়া প্রসিদ্ধ.। /বিশেষ্য পদ/ স্ত্রীলিঙ্গ. চকোরী।
 চক্কর  |/বিশেষ্য পদ/ চক্রভ্রমণ; আবর্ত; ভ্রমণ, চক্রাকারে ঘূর্ণন।
 চক্র  |/বিশেষ্য পদ/ হস্তস্থিত রেখা; চাকা; সৈন্য; সাপের ফণা; চাকলা; জলাবর্ত।
 চক্রকুল্যা  |/বিশেষ্য পদ/ চাকুলিয়া গাছ।
 চক্রগতি  |/বিশেষ্য পদ/ চক্রপথে গমন, ঘুরপাক।
 চক্রগন্ডু  |/বিশেষ্য পদ/ গোলবালিশ।
 চক্রগোপ্তা  |/বিশেষ্য পদ/ সেনাপতি, সৈনাধ্যক্ষ।
 চক্রজীবক  |/বিশেষ্য পদ/ কুম্ভকার, কুমার।
 চক্রদংষ্ট্র  |/বিশেষ্য পদ/ শূকর।
 চক্রধর  |/বিশেষ্য পদ/ কৃষ্ণ; বিষ্ণু; সর্প।
 চক্রনদী  |/বিশেষ্য পদ/ গন্ডকী।
 চক্রনাভী  |/বিশেষ্য পদ/ চক্রের কেন্দ্রস্থিত নাভী।
 চক্রনায়ক  |/বিশেষ্য পদ/ ব্যাঘ্র নখ।
